92275194	354
67289051	96
21173577	12158
5275754	25897
21225390	8134
71387769	358
75107881	158
90997201	51
18201820	8776
69623469	297
82295214	195
22360812	158
22656889	9081
27304177	1188
90917482	56
5420800	30514
27386768	1009
65631340	299
8249113	11224
80541142	142
91011407	40
92080891	65
68121097	179
3648307	10424
501760	278
45687893	1212
67352398	403
32498140	443
23076921	1158
67280031	223
57633972	50
58316064	75
67707258	1559
504177	15786
32333218	3018
22167244	786
66138804	312
66139048	1524
20700932	914
65612142	2415
