66837305	106
92700001	363
91935895	110
82693278	93
18973938	428
93055886	51
17146822	1926
75160321	290
17166215	1437
90023980	90
6455100	1323
69235986	356
18078118	315
92023737	310
4229297	248
76992280	38
83511090	62
67884728	79
75200752	105
24508627	987
69475767	234
10341059	277
5669340	1492
17999384	1205
67919122	462
69890301	480
4109961	835
24712640	2819
67920807	109
5413707	918
66545346	744
92751187	115
69745762	338
22150249	439
24899664	291
18318766	173
21383042	1005
15996754	795
57518237	203
93218660	45
80611048	43
69892289	152
67312181	140
72468264	1379
73398005	436
13658071	3551
65693086	457
2100298	742
4673323	249
3123985	1752
18492880	5213
57556897	548
91925991	56
21343952	673
67398601	292
77301520	140
73396567	436
15910266	408
92157875	32
5644302	662
6008546	922
15916213	737
27469490	9152
3531196	17932
2808400	9615
69116083	373
90054513	257
22038150	2657
66297110	768
8077836	602
74068550	188
91644715	158
5433788	2043
92452571	36
17984733	1259
21174343	3082
76924805	87
76086493	132
4293435	360
18661321	844
68122143	147
14196466	240
79632608	30
18149081	6235
90387203	169
21225291	6948
58560231	632
22049102	2565
82864258	155
69456861	787
18133443	4433
67976616	222
2203207	1278
32550361	574
69702095	377
21752365	303
9269455	981
22242933	2079
66168537	389
25008703	330
73433221	98
21588239	1047
19340358	907
16983337	1026
45345251	523
9951261	309
3109576	2546
5257277	440
65610789	1013
24836498	4709
56583024	1201
22886099	6591
76897654	231
38307050	4142
69314179	887
69722527	61
19402792	872
2699038	1393
3381850	1682
27142835	843
4192057	470
67342014	842
24946639	1025
6033822	415
92094088	25
5680906	441
70455136	98
11546966	626
21377339	453
21742003	3821
11552135	6429
72343104	1151
67508097	1929
32301863	3733
65575288	1528
4712756	5183
76952982	874
23523336	1034
23637303	722
93368194	590
67996234	185
21707176	4919
21707216	4165
29517682	186
18044025	1761
23672877	326
76914851	276
20814656	739
23105685	502
22910105	1597
18269475	3424
69894317	46
28596877	200
6854819	172
27173924	301
4541488	264
2577289	789
67663170	57
38121430	680
21160293	1095
32420002	332
67122945	68
32564986	346
76690295	17
3138388	135
66939722	120
67383433	54
76040238	162
67987366	541
